,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0.1
1278,10.73371622,0.188089768,11.63820464,2.108538609,3.819102318,28.18089768,1,37.19102318,22.10308147,1015.839651,635.5593231,0.13457307,12.18089768,22.81910232,76.72359073,65.65845562,1
115,9.604813842,0.163951862,9.736542561,2.06586436,5.473085122,23.73654256,1,34.73654256,31.535128,1670.592,965.8482384,0.166048138,10,19.60481384,131.8087502,58.47308512,1
1280,12.41767694,0.188711203,22.25775944,2.267422406,8.35560139,61.12887972,9.226721669,52.67543638,33.27974898,4575.98202,1653.63382,0.615870517,25.25775944,48,191.4487147,106.5107903,1
1165,4,0.11,2,2,2,8,1,16,26.74,244.64,343.13,0.5,2,8,51,30,1
819,1,0.1,0,0,1,2,1,10,21.06,81.71,176,1,0,3,31,19,0
1169,4.300073101,0.151599415,4.159941519,2,1,10.23991228,1,16.07997076,19.4056345,181.9483348,251.9575782,0.365003655,4.159941519,9.159941519,35.92002924,32.46001462,1
584,35,0.16,24,2.25,9,59,8,95,50.7,4010.59,1913.13,0.5,27,45,219,166,0
1007,0,0.33,0,0,1,1,1,3,9,4.5,27,1,0,2,7,8,0
274,14,0.1,0,0,1,3,1,8,22.75,124.3,225.62,1,0,4,31,32,0
78,8,0.23,10,2.2,3,26,6,25,19.62,2187.45,878.89,0.86,11,21,106,57,0
1349,4.195865117,0.110025843,1.201033721,1.201033721,1.60051686,7.597932558,1,13.0025843,32.23847401,47.41303864,163.8291693,0.69974157,1.201033721,7.997415698,26.59534826,28.99224709,1
1432,1,0.25,0,0,1,3,1,4,19.03,17.63,77.71,1,0,4,14,12,0
1492,2.226336944,0.150631015,4,2,2.484224629,11.48422463,1,19.67901083,21.45154951,233.6537983,300.2547825,0.33,4,10.48422463,43.42112315,32.87379703,1
259,5,0.11,2,2,2,8,1,10,33.28,183.67,331.71,0.5,2,8,46,34,1
781,8,0.17,8,2,2,19,1,25,20.05,502.99,426.06,0.2,8,16,51,58,1
1352,0,0.5,0,0,1,1,1,2,10.57,5.28,31.7,1,0,2,7,4,0
15,10.23650954,0.139087261,8,2.463691079,6.526980914,31.76349046,5.327783401,57.3277834,38.87102111,2359.822493,1283.760322,0.652611842,9.854764315,24.61825477,155.0040124,99.52698091,1
601,7.635979849,0.088451859,6.744763729,2,3.58158791,29.2719597,1,32.12550731,39.79012339,3180.156648,1508.657145,0.391924826,6.744763729,26.89957783,182.9706932,61.56064282,1
1033,0,0.2,0,0,1,2,1,5,8.51,30.27,68.11,1,0,3,11,7,0
324,10,0.17,0,0,1,5,1,6,29.7,18.33,98.99,1,0,6,14,25,0
620,0,1,0,0,1,1,1,0,0,0,2,1,0,2,2,1,0
433,0,0.18,2,2,3,13,1,17,33.91,129.32,280.94,0.33,2,12,34,21,0
497,24.96065094,0.108310196,30.49305878,2.052986118,4.649305878,101.9595018,2.766203919,104.1573962,98.71538096,33168.96129,7543.86083,0.179872667,31.37616074,86.82987046,626.8483494,216.883102,1
785,4.466539741,0.090446137,1.022306839,1.022306839,1,4.555767099,1,12.64499446,40.8756145,212.9535745,384.7269816,0.74442329,1.022306839,5.044613679,47.08922736,30.53346026,1
1226,4.745445841,0.117116833,7.423366675,2,2,21.77920834,1,32.93247499,34.21909396,1076.748358,814.2096863,0.195766333,7.423366675,18.42336668,98.05197914,60.49089168,1
1204,0,0.43,0,0,13,71,1,30,37.1,1288.06,927.4,0.08,0,60,89,35,0
566,0,0.5,0,0,1,2,1,2,9.83,2.18,19.65,1,0,3,4,4,0
1131,3,0.13,4,2,3,12,1,22,22.3,235.9,307.7,0.33,4,11,46,37,1
411,24.79702061,0.20009115,11.78790558,2.663546017,3.442418884,40.35460172,7.893952791,37.23032447,42.98416231,3462.84166,1621.381546,0.663454867,15.90306781,30.68185837,176.2816815,112.7000884,1
361,6.177394007,0.18467818,7.733908989,2,2.955651498,20.77825749,1,25.13304551,28.95151869,443.7060401,479.8066669,0.213304551,7.733908989,17.911303,55.26609101,41.88697004,1
1101,13,0.2,16,2.13,4,38,1,48,37.58,1609.77,1043.45,0.1,17,30,114,79,0
1140,0,0.5,0,0,1,3,1,2,13.2,41.25,98.99,1,0,4,20,5,0
836,28.15418141,0.186992397,31.49619872,2.035770907,2.325190064,76.41530672,1,81.36644711,24.99993413,11358.36677,2260.362765,0.063007603,31.82138878,61.3420173,240.9847949,145.9511404,1
943,12,0.29,2,2,2,6,1,7,14.1,22.84,76.15,0.5,2,6,14,25,0
1392,4,0.2,0,0,5,16,1,25,26.68,750.4,600.32,0.2,0,13,78,48,0
1295,11,0.45,0,0,17,108,22,62,46.13,5118.24,2061.61,0.79,0,82,185,82,0
526,1.23977214,0.174795443,2.47954428,2,1.47954428,7.438632841,1,11.95908856,22.83883998,137.0329829,237.3602175,0.459238736,2.47954428,7.198860701,34.84205074,21.71931642,1
905,0,0.5,0,0,3,16,1,8,14.27,162.07,204,0.25,0,14,38,15,0
56,10,0.01,0,0,1,1,1,96,372.88,5947.75,6318.27,1,0,2,552,158,0
73,12.15992079,0.148565125,19.23767502,2,2.127054164,58.36472918,1,59.60681653,40.2297318,7324.522569,2238.463231,0.095082167,19.23767502,49.74589167,211.013237,110.0865789,1
394,5,0.1,0,0,1,8,1,7,33.33,54,180,1,0,9,27,29,1
1229,0,0.33,2,2,1,7,1,6,9.79,111.22,140,0.5,2,7,22,8,0
582,14.61031104,0.135354771,19.07871375,2.109018873,8.07871375,53.46452292,2.228381666,49.1574275,59.11417308,3347.94209,1878.270245,0.182128625,19.84645229,44.1574275,187.8542119,126.7716183,1
712,13.56617817,0.179812101,20,2.039624202,3.584968076,62.16993615,2.981210095,51.81127394,65.02513907,6784.8921,2629.247726,0.252459228,20.39624202,52.77369413,232.1715902,100.1699362,1
43,11.52536912,0.141522147,10.1014765,2,4,25.62684562,1,39.47463088,27.11018795,970.1989125,683.9160406,0.168477853,10.1014765,21.57610737,89.7642954,70,1
1519,10,0.16,10,2,6,24,1,35,34.2,1669.99,1013.92,0.17,10,20,138,59,1
621,2,0.19,6,3,2,24,5,29,22.98,661.68,523.19,0.71,9,19,59,48,1
918,0,0.5,0,0,2,11,1,6,17.3,16.95,72.65,0.33,0,10,14,8,0
247,0,0.2,0,0,1,5,1,5,20.77,78.53,171.33,1,0,6,23,9,0
101,1,0.139676618,2,2,1,6.754042272,1,14.2782959,23.14258705,138.2536069,239.9664147,0.5,2,6.754042272,39.24595773,24.2782959,1
432,7,0.13,2,2,1,12,1,15,35.9,178.95,340.06,0.5,2,12,39,40,0
599,0,0.25,0,0,1,3,1,4,16.5,3.67,33,1,0,4,7,10,0
107,7.824267002,0.09702932,6,2.058870554,3.087866499,18.2635995,1.351465997,20.2635995,40.13572553,648.4747168,683.2046599,0.30096257,6.175732998,16.0878665,78.68200251,66.47280101,1
493,0,0.3,2,3,1,8,3,10,12.94,93,147.16,1,3,7,20,13,0
1443,0,1,0,0,1,1,1,0,0,0,0,1,0,2,0,6,0
1322,9.774548624,0.136176637,6.156884928,2,4.078442464,22.93143355,1,26.31376986,44.37906637,447.0680217,589.7565118,0.25990124,6.156884928,20.85299109,64.85299109,57.01975203,1
429,6.367315107,0.239437741,7.367315107,2.210457194,2.158171223,17.89280144,1,8.530739572,25.01068866,238.9895116,327.9123089,0.195307396,8.209143884,14.36731511,43.47451367,38.68365755,1
1447,21,0.16,0,0,8,61,7,76,57.88,4904.75,2260.51,0.54,0,50,243,119,0
1388,2,0.33,0,0,1,1.334905615,1,2,9.87745271,4.938726355,29.63570719,1,0,2.334905615,7.334905615,9.004716844,1
500,4,0.183908202,4.687570974,2,2.671892744,14.71892744,1,13.98432177,24.67057035,240.3802,326.6350331,0.332026814,4.687570974,13.37514195,42.26539433,32.01567823,1
792,10,0.2,14,2.29,5,39,3,44,24.34,2955.06,1137.78,0.3,16,31,126,83,0
1133,12,0.12,20,2,9,55,1,51,63.24,3324.48,1945.28,0.09,20,46,192,128,1
128,21,0.22,8,2,2,19,1,18,27.16,435.99,461.64,0.2,8,16,54,84,0
619,8.105089655,0.107081655,2,2,1.645917241,14.7510069,1,11.47857931,45.30640041,142.4222299,334.6997466,0.5,2,14.7510069,43.52142069,42.14793103,1
298,2.919755339,0.115601835,1.040122331,1.040122331,1.520061165,6.959877669,1,11.16048932,28.12938835,50.18795166,159.1975534,0.739969417,1.040122331,7.439816504,24.91975534,25.87963301,1
1022,0,0.27,4,2,2,8.565172661,1,8.304482016,21.7805305,27.33809403,103.3542557,0.33,4,7.565172661,15,16,1
1054,6.131137992,0.164672155,6.934431004,2,1.233607751,18.56968526,1.467215502,12.80329301,23.82831087,897.2392831,619.3933033,0.308401938,6.934431004,16.10246976,81.52455197,45.065569,1
1192,1,0.31,0,0,8,35,1,26,25.59,785.13,601.38,0.13,0,29,66,45,0
1382,7.31777094,0.143177709,1.31777094,1.31777094,1.65888547,9.635541881,1,10.95331282,33.2627933,27.55717593,128.4463465,0.670557265,1.31777094,9.976656411,20.97665641,30.31777094,1
481,0,0.25,0,0,1,2,1,4,11.84,20.81,66.61,1,0,3,13,6,0
1065,0,0.5,0,0,2,10,3,6,8.38,46.53,83.76,1,0,9,14,9,0
901,1.405301985,0.17,2,2,2,8,1,9.594698015,21.50369777,102.2066685,198.2351929,0.5,2,8,27.1628861,20.91855695,1
756,0,0.25,0,0,3,11,1,12,21.86,238.04,306.05,0.33,0,10,33,14,0
904,1.646250494,0.083605026,0.775500592,0.474347862,1.129250099,4.102002369,1.775500592,19.29250099,17.30259207,811.4851629,502.1398335,0.971564978,1.421751086,4.06800158,85.76874753,34.29250099,1
482,5.036466357,0.233819551,6.690977571,2.086372196,2.654511214,18.34548879,1,10.5815785,24.30260914,238.7387708,323.1162678,0.222360897,7.036466357,15.65451121,39.72744393,35.07293271,1
816,3,0.06,4,2,1,9,1,43,95.83,963.59,1289.23,0.33,4,8,133,66,0
1193,12.62172721,0.094662954,16.40824537,1.31265963,4.786518163,111.4344277,2.262172721,108.9306957,843.8315378,14418.98051,11162.53674,0.495130912,17.03933173,103.5992187,695.4154765,173.6198321,1
1074,10,0.42,0,0,1,13,5,12,12.68,347.86,281.76,1,0,10,38,32,0
1113,8.467676233,0.307435451,9.318967215,2.497845082,1.829741804,29.93535247,1,13.36206557,29.64581237,593.5314776,559.9095605,0.133836147,11.80819263,23.78664345,71.25645491,50.65948361,1
1543,0,0.17,2,2,1,6,1,11,21.93,82.93,180.94,0.5,2,6,22,18,0
32,0,0.2,0,0,1,2,1,5,8.22,37,74.01,1,0,3,12,7,0
845,10.63488712,0.129127822,8,2.613082671,5.730225753,31.36511288,6.722104932,58.72210493,40.16973202,2356.205225,1304.495875,0.833873641,10.45233069,24.81744356,165.9593959,98.73022575,1
755,6,0.23,12,2.33,12,65,4,82,30.56,5195.98,1690.56,0.21,14,48,175,123,0
561,5.822519331,0.201125967,5.645038662,2.151876611,2,14.68257088,1,9.924935564,25.99884214,241.5599423,336.1922764,0.299522874,6.252545105,12.25254511,46.13994845,35.46755799,1
1441,19.31758823,0.183977031,34.95563584,1.839770307,1.919885154,101.2518292,1,100.7267759,206.9990064,13828.58702,4563.453327,0.126109104,34.95563584,84.77401126,360.1735663,150.5694174,1
1244,0,0.2,0,0,1,1,1,5,18.32,20.61,82.45,1,0,2,14,9,0
591,4.453480946,0.166337024,5.453480946,2,3.726740473,14.18022142,1,7.46519054,21.78401426,225.4785416,297.3366809,0.271860762,5.453480946,12.45348095,42.36629763,33.36629763,1
575,1,0.193702832,2,2,1,6,1,9.419811186,22.61801888,134.0284198,233.5854245,0.5,2,6,39.37028322,19.41981119,1
651,6.390265886,0.188109509,7.597566472,2.201216764,2.402433528,20.20730059,2.207300585,23.59148265,19.72604101,506.1370302,423.8164331,0.360973411,8.201216764,16.80486706,54.01825146,52.96958089,1
936,0,0.33,0,0,15,76,1,48,32.38,2124.43,1112.8,0.06,0,62,183,54,0
231,2,0.07,2,2,1,6,1,28,45.76,1333.59,1048.02,0.5,2,6,132,40,0
554,29.77747824,0.102064348,6,2.101038913,2.301608697,27.79356521,1.603217394,23.84919565,71.36163214,598.8816437,863.3146145,0.337466522,6.301608697,25.49195652,85.38069564,108.5549565,1
1329,1,0.14,0,0,1,2,1,7,18.28,57.11,137.06,1,0,3,21,14,0
1384,0,0.223446811,3.336170273,2,2,8.668085137,1,11,19.85672305,107.0984682,193.6729346,0.386425527,3.336170273,8,26.97872295,16.66808514,1
163,0,0.2,0,0,1,9,3,15,28.29,1065.09,736.48,1,0,8,97,17,0
316,0,0.33,0,0,1,2,1,3,8.15,5.55,28.53,1,0,3,7,8,0
1100,4,0.22,2,2,1,6,1,9,15.61,72.86,143.06,0.5,2,6,25,21,0
855,6.596124938,0.015821705,2.328681841,1.16434092,1.58217046,6.821704602,1,169.676739,225.2439968,49319.75427,13900.85732,0.609945792,2.328681841,6.657363681,1214.277586,219.3426363,1
289,22.40412721,0.183952832,37.1976416,2.012035376,2.601768803,97.21238162,1.401179202,95.1976416,40.5548172,17602.41098,3582.047125,0.072064856,37.3982312,79.41297122,332.5927996,158.6430409,1
1231,0,0.15,0,0,1,5,1,13,18.86,31.69,103.73,0.5,0,5,15,14,0
192,8,0.5,2,4,1,7,1,5,12.26,82.43,134.89,0.33,4,6,21,24,0
839,1,0.14,4,2,1,10,1,19,16.3,493.31,380.55,0.33,4,9,55,30,0
63,7.448450016,0.146982396,13.51718333,2.131550708,2.120704168,36.3621125,3.818943748,52.61190207,39.62263366,2950.918483,1435.969871,0.428533104,14.45683124,29.66387292,148.3973209,77.56915418,1
1037,5.404967906,0.062699786,5.261099224,2.089538045,1.252219845,14.41384729,2.008879379,60.84725194,43.63202654,3463.122981,1648.229251,0.375399572,5.891648837,12.15274806,205.1989436,89.41384729,1
909,4,0.17,4,2,1,11,1,4,12.12,117.33,160,0.33,4,10,28,26,1
962,13.43590849,0.091880305,4.550424404,2.210410013,2.637606101,24.98633289,2.275212202,36.1880305,44.3437433,2336.993267,1322.785643,0.56376061,5.188030504,23.07351459,150.2257228,78.34872679,1
618,3.009562479,0.105047812,4,2,1.50478124,12.51434372,1,25.7380469,31.01022891,447.9157057,499.96,0.33,4,11.51434372,68.97131256,39.2619531,1
297,0,0.22,2,2,1,6,1,9,18.21,137.66,212.4,0.5,2,6,29,13,0
810,13.19620052,0.155531609,12.39240104,2,3.678480208,33.91012135,1,33.64303958,63.70353453,1887.810576,1466.19561,0.162151979,12.39240104,28.71392083,165.4442849,79.8202427,1
1093,4.668167028,0.101076103,0.887888648,0.443944324,1,3.775777295,1,7.553805134,20.8461457,213.8468226,283.0624714,0.851278652,0.887888648,4.331832972,41.44619487,27.2242227,1
597,11,0.18,14,2,3,32,1,36,33.18,1212.6,850.95,0.13,14,26,107,77,0
218,7.007332168,0.099926678,7.985335664,2,1.003666084,18.01833042,1,48.95600699,30.79604601,2184.134198,1100.173455,0.200476591,7.985335664,15.02566259,141.9413427,77.92667832,1
535,2,0.13,0,0,1,3,1,8,25.29,73.29,182.66,1,0,4,30,18,0
1255,0,0.2,0,0,1,3,1,5,9.88,26.91,69.19,1,0,4,12,8,0
1120,4.808722519,0.134043613,2.808722519,2,3.595638741,14.19127748,1,25.36074867,29.88201236,376.9353124,450.2524278,0.282348901,2.808722519,12.59563874,58.61744504,45.74330363,1
1500,20.98347288,0.199607481,37.9214962,1.995868221,1.997934111,92.80993817,1,96.07643791,29.86166322,13685.0703,2711.113888,0.051962595,37.9214962,74.84919007,269.933563,144.1652712,1
1047,5.799098535,0.122039064,0.400300488,0.600450733,1.200150244,10.39954927,1.400300488,10.19939902,52.36237185,59.34342131,231.8732938,1,0.600450733,10.99924878,33.99849756,32.59669463,1
1281,0,0.18,10,2,2,27,3,22,18.18,858,529.94,0.5,10,23,57,42,1
342,4.605681553,0.176971592,6,2.785031272,3.302840777,22.04573883,5,25.09147767,23.9831874,636.0010083,523.7241647,0.788170447,8.348579612,17.69715922,62.90852233,56.46846505,1
741,7.932943054,0.109072911,3.226822778,2,2.613411389,13.77317722,1,24.25247472,39.42978286,382.512215,515.0679861,0.395720064,3.226822778,13.15976583,59.84023417,49.21106971,1
1366,0,0.33,2,2,2,10,1,9,12.8,22.31,71.7,0.33,2,9,12,13,0
898,0,0.6,0,0,1,19,5,10,9.15,187.48,175.76,0.83,0,15,27,13,0
567,2.423099277,0.216057748,5.211549639,2,2.211549639,14.84619855,1,13,21.82685291,233.9201582,302.9095491,0.281538014,5.211549639,13.24042374,37.21154964,28.26929783,1
1146,2.845792028,0.10422896,4,2,1.422896014,12.26868804,1,25.94275997,31.04912439,447.3470128,499.96,0.33,4,11.26868804,69.46262392,39.05724003,1
668,0,0.36,0,0,6,40,12,36,34.83,698.44,661.68,0.92,0,29,97,38,0
989,8.111919619,0.116715177,6.223839239,2.293066526,3.671517716,22.34303543,2.776160761,39.67879429,28.47246367,2369.673475,1101.214263,0.542920994,7.111919619,18.67151772,111.2311158,77.13374934,1
306,0,0.5,0,0,1,1,1,1,7.75,1.72,15.51,1,0,2,4,5,0
1134,10.87239299,0.107175681,2,2,1.897490272,17.66737354,1,9.205019456,53.7913854,142.9748603,369.9062202,0.5,2,17.66737354,45.07741245,47.92470816,1
669,1,0.2,2,2,2,7,1,8,13.65,91.74,150.12,0.5,2,7,22,17,0
483,0,0.21,4,2,3,10,1,14,23.96,125.03,232.19,0.33,4,9,29,20,0
420,4,0.22,6,2,3,18,1,13,23.66,238.3,318.58,0.25,6,16,38,33,1
628,18.32649399,0.04336753,4,2,1.932649399,11,1,53.45093617,70.91936093,6121.244937,2777.971865,0.33,4,10,281.1097206,118.7569121,1
1030,0,0.27,0,0,3,12,1,11,17.11,129.4,199.65,0.33,0,11,26,14,0
277,12,0.25,2,2,2,7,1,8,18.01,39.09,112.59,0.5,2,7,17,27,0
1208,36,0.27,26,2,13,69,16,57,24.44,5260.97,1521.24,1,26,55,194,150,0
893,5.635557644,0.139457769,9.472888471,2,1.527111529,25.26355576,1,33.68222118,29.76032572,1205.186874,803.4587944,0.177906673,9.472888471,21.52711153,98.00755952,58.74400376,1
752,0,0.4,2,2,1,6,1,5,7.62,27.09,60.94,0.5,2,6,9,8,0
236,8,0.104634234,6,2,2.817072071,17.81707207,1,20.54878379,38.39302926,660.3421293,671.2672751,0.25,6,15.81707207,76.70729728,62.97558556,1
636,33,0.23,6,2,6,29,1,24,436.67,4966.16,6247.75,0.14,6,24,1076,88,0
1299,0,0.11,0,0,1,2,1,7,19.64,33,108,1,0,3,16,19,0
1497,3,0.5,0,0,1,2,1,2,9.83,2.18,19.65,1,0,3,4,8,0
303,0,0.27,4,2,2,8.022469308,1,9.932592075,22.94191568,25.31381052,102.2362868,0.33,4,7.022469308,15,16,1
1175,3,0.4,0,0,15,121,17,84,49.42,9652.62,2930.31,0.5,0,89,264,102,0
208,3.660279053,0.151459069,4.660279053,2.041267441,2.834930237,13.15548834,1,19.35888379,22.83152464,236.505806,311.663325,0.303588838,4.825348816,11.66027905,45.50479071,37.33013953,1
1293,0,0.22,2,2,2,6,1,9,16.18,37.14,104,0.5,2,6,16,16,0
649,4,0.05,2,2,1,5,1,41,34.23,2008.64,1112.48,0.5,2,5,149,65,0
923,3.791782836,0.216876743,5.583565672,2,2.895891418,17.68767425,1,14.35341157,24.09829713,237.7440602,321.0015656,0.244794571,5.583565672,15.58356567,38.83286866,33.83286866,1
58,10.79814655,0.132018535,6.807413808,2,1.403706904,20.80741381,1,32.21112071,51.39275992,878.4423398,901.4263798,0.233851724,6.807413808,18.4037069,109.0092673,59.22965523,1
344,4,0.1,2,2,1,7,1,21,22.1,451.1,423.65,0.5,2,7,49,38,0
1053,23,0.14,4,2.5,3,16,3,21,30.02,754.75,638.63,0.75,5,14,68,84,0
970,27,0.23,8,2,4,19,4,17,25.65,541.95,500.26,0.8,8,16,55,66,0
